Date,High,Low,Open,Close,Volume,Adj Close
2017-01-03,51.61000061035156,49.91999816894531,50.81999969482422,50.61000061035156,7032600.0,42.37211227416992
2017-01-04,51.099998474121094,50.31999969482422,50.70000076293945,51.08000183105469,4990000.0,42.76560592651367
2017-01-05,51.68000030517578,50.720001220703125,51.209999084472656,50.93000030517578,4727100.0,42.6400146484375
2017-01-06,51.08000183105469,50.290000915527344,51.02000045776367,50.7400016784668,3472500.0,42.480953216552734
2017-01-09,50.529998779296875,49.630001068115234,50.27000045776367,49.65999984741211,5765600.0,41.57673645019531
2017-01-10,50.040000915527344,49.369998931884766,49.880001068115234,49.65999984741211,5447900.0,41.57673645019531
2017-01-11,51.4900016784668,49.459999084472656,49.959999084472656,51.220001220703125,8689400.0,42.88282012939453
2017-01-12,51.529998779296875,50.09000015258789,51.5,50.150001525878906,6963300.0,41.98698806762695
2017-01-13,50.869998931884766,49.84000015258789,49.900001525878906,50.59000015258789,4413300.0,42.3553581237793
2017-01-17,50.709999084472656,50.0,50.560001373291016,50.150001525878906,4995100.0,41.98698806762695
2017-01-18,50.59000015258789,49.790000915527344,49.79999923706055,50.27000045776367,4970000.0,42.08745574951172
2017-01-19,50.45000076293945,49.779998779296875,50.20000076293945,49.86000061035156,4915300.0,41.74419403076172
2017-01-20,51.09000015258789,50.31999969482422,50.38999938964844,50.72999954223633,5888500.0,42.472572326660156
2017-01-23,50.56999969482422,49.58000183105469,50.2599983215332,49.939998626708984,5969500.0,41.811161041259766
2017-01-24,51.400001525878906,50.0099983215332,50.13999938964844,50.27000045776367,5919200.0,42.08745574951172
2017-01-25,51.22999954223633,50.31999969482422,50.40999984741211,50.689998626708984,5991200.0,42.4390869140625
2017-01-26,51.02000045776367,50.34000015258789,50.630001068115234,50.630001068115234,4164100.0,42.388858795166016
2017-01-27,50.459999084472656,49.20000076293945,50.33000183105469,49.43000030517578,5408100.0,41.38417053222656
2017-01-30,49.18000030517578,47.189998626708984,49.0099983215332,47.47999954223633,10483200.0,39.7515869140625
2017-01-31,48.790000915527344,47.369998931884766,47.810001373291016,48.7599983215332,7464500.0,40.82323455810547
2017-02-01,49.150001525878906,47.439998626708984,49.0,48.5,10040900.0,40.60554885864258
2017-02-02,49.34000015258789,47.279998779296875,48.75,48.689998626708984,8625100.0,40.7646369934082
2017-02-03,50.4900016784668,48.81999969482422,48.849998474121094,50.43000030517578,8414400.0,42.22140121459961
2017-02-06,50.97999954223633,49.349998474121094,50.5,50.09000015258789,8127500.0,41.93674087524414
2017-02-07,50.22999954223633,49.08000183105469,49.54999923706055,49.41999816894531,7591600.0,41.37580490112305
2017-02-08,50.15999984741211,48.5099983215332,49.04999923706055,49.599998474121094,8588600.0,41.52650833129883
2017-02-09,50.33000183105469,49.47999954223633,50.040000915527344,49.810001373291016,6357000.0,41.702327728271484
2017-02-10,50.540000915527344,49.81999969482422,50.029998779296875,50.13999938964844,5996000.0,42.2031364440918
2017-02-13,50.040000915527344,49.220001220703125,50.040000915527344,49.70000076293945,6163400.0,41.83278274536133
2017-02-14,50.18000030517578,49.33000183105469,50.0,50.13999938964844,6063400.0,42.2031364440918
2017-02-15,50.290000915527344,49.310001373291016,49.83000183105469,49.36000061035156,7461800.0,41.546600341796875
2017-02-16,49.650001525878906,48.27000045776367,49.59000015258789,48.34000015258789,9689100.0,40.68806838989258
2017-02-17,48.2400016784668,47.099998474121094,48.220001220703125,47.5099983215332,10694000.0,39.989437103271484
2017-02-21,48.52000045776367,47.81999969482422,48.130001068115234,48.130001068115234,9577200.0,40.51131057739258
2017-02-22,47.939998626708984,47.029998779296875,47.79999923706055,47.099998474121094,8007700.0,39.64434051513672
2017-02-23,47.86000061035156,47.029998779296875,47.790000915527344,47.29999923706055,7846400.0,39.812686920166016
2017-02-24,47.4900016784668,46.709999084472656,47.0099983215332,47.040000915527344,6749500.0,39.59384536743164
2017-02-27,47.63999938964844,46.970001220703125,47.22999954223633,47.36000061035156,6208300.0,39.86319351196289
2017-02-28,47.66999816894531,47.0,47.16999816894531,47.56999969482422,6710600.0,40.039947509765625
2017-03-01,49.22999954223633,47.86000061035156,48.0,49.04999923706055,9194500.0,41.285682678222656
2017-03-02,48.81999969482422,47.90999984741211,48.619998931884766,48.209999084472656,5955300.0,40.578643798828125
2017-03-03,48.439998626708984,47.63999938964844,48.189998626708984,47.81999969482422,5290100.0,40.25038146972656
2017-03-06,48.470001220703125,47.34000015258789,47.779998779296875,48.31999969482422,6078500.0,40.67123031616211
2017-03-07,48.5099983215332,47.599998474121094,48.45000076293945,47.720001220703125,5652800.0,40.16621780395508
2017-03-08,47.65999984741211,45.810001373291016,47.40999984741211,45.90999984741211,9435500.0,38.64271926879883
2017-03-09,46.630001068115234,45.47999954223633,45.61000061035156,46.47999954223633,7235900.0,39.122493743896484
2017-03-10,46.880001068115234,45.47999954223633,46.880001068115234,45.66999816894531,8455400.0,38.440711975097656
2017-03-13,46.16999816894531,45.540000915527344,45.68000030517578,45.84000015258789,6333800.0,38.58378982543945
2017-03-14,45.20000076293945,44.189998626708984,45.150001525878906,44.939998626708984,10538300.0,37.826263427734375
2017-03-15,46.119998931884766,44.849998474121094,45.470001220703125,45.84000015258789,7573400.0,38.58378982543945
2017-03-16,46.130001068115234,45.5099983215332,45.95000076293945,45.84000015258789,6393700.0,38.58378982543945
2017-03-17,46.36000061035156,45.63999938964844,45.970001220703125,45.689998626708984,8359700.0,38.45754623413086
2017-03-20,45.97999954223633,45.04999923706055,45.400001525878906,45.86000061035156,5754200.0,38.60063934326172
2017-03-21,46.16999816894531,44.880001068115234,46.040000915527344,45.18000030517578,6504200.0,38.02827072143555
2017-03-22,45.31999969482422,44.630001068115234,45.029998779296875,44.650001525878906,7852200.0,37.58218002319336
2017-03-23,45.0,44.349998474121094,44.650001525878906,44.47999954223633,9149400.0,37.439083099365234
2017-03-24,44.880001068115234,43.970001220703125,44.63999938964844,44.099998474121094,8797100.0,37.119239807128906
2017-03-27,44.439998626708984,43.2599983215332,43.4900016784668,44.290000915527344,6231900.0,37.2791633605957
2017-03-28,45.4900016784668,44.20000076293945,44.40999984741211,45.380001068115234,7034800.0,38.196617126464844
2017-03-29,46.060001373291016,45.0099983215332,45.33000183105469,45.95000076293945,6040800.0,38.67638397216797
2017-03-30,50.40999984741211,48.61000061035156,49.33000183105469,50.0,40059800.0,42.08529281616211
2017-03-31,50.04999923706055,49.02000045776367,49.63999938964844,49.869998931884766,13410500.0,41.97587966918945
2017-04-03,49.93000030517578,48.79999923706055,49.900001525878906,49.45000076293945,7711800.0,41.622371673583984
2017-04-04,49.790000915527344,49.04999923706055,49.43000030517578,49.72999954223633,6175900.0,41.85803985595703
2017-04-05,50.40999984741211,48.95000076293945,50.0099983215332,49.11000061035156,7490900.0,41.336185455322266
2017-04-06,49.970001220703125,49.15999984741211,49.38999938964844,49.810001373291016,6823800.0,41.925376892089844
2017-04-07,50.0,49.380001068115234,49.849998474121094,49.540000915527344,5857400.0,41.69811248779297
2017-04-10,50.470001220703125,49.72999954223633,49.790000915527344,50.150001525878906,6737400.0,42.21156311035156
2017-04-11,50.2400016784668,49.56999969482422,50.150001525878906,50.150001525878906,7395200.0,42.21156311035156
